0.1	0.904799
0.2	0.818661
0.3	0.740723
0.4	0.670204
0.5	0.606399
0.6	0.548668
0.7	0.496433
0.8	0.449171
0.9	0.406407
1	0.367715
1.1	0.332706
1.2	0.301029
1.3	0.272368
1.4	0.246436
1.5	0.222972
1.6	0.201741
1.7	0.182531
1.8	0.16515
1.9	0.149424
2	0.135194
2.1	0.122319
2.2	0.11067
2.3	0.100129
2.4	0.0905911
2.5	0.0819613
2.6	0.0741529
2.7	0.0670878
2.8	0.0606951
2.9	0.054911
3	0.0496776
3.1	0.0449423
3.2	0.0406578
3.3	0.036781
3.4	0.0332731
3.5	0.0300989
3.6	0.0272268
3.7	0.0246281
3.8	0.0222767
3.9	0.0201493
4	0.0182245
4.1	0.0164832
4.2	0.0149077
4.3	0.0134822
4.4	0.0121923
4.5	0.011025
4.6	0.00996872
4.7	0.00901287
4.8	0.00814802
4.9	0.00736561
5	0.0066579
5.1	0.00601781
5.2	0.0054389
5.3	0.00491521
5.4	0.00444141
5.5	0.00401256
5.6	0.00362433
5.7	0.00327282
5.8	0.00295462
5.9	0.00266664
6	0.00240617
6.1	0.00217068
6.2	0.00195787
6.3	0.00176551
6.4	0.00159161
6.5	0.00143424
6.6	0.00129173
6.7	0.00116255
6.8	0.00104547
6.9	0.000939367
7	0.000843342
7.1	0.000756546
7.2	0.000678233
7.3	0.000607637
7.4	0.000544016
7.5	0.000486637
7.6	0.000434808
7.7	0.000387907
7.8	0.000345427
7.9	0.000306939
8	0.000272144
8.1	0.000240763
8.2	0.000212587
8.3	0.000187365
8.4	0.000164852
8.5	0.000144765
8.6	0.000126811
8.7	0.000110725
8.8	9.62548e-05
8.9	8.32172e-05
9	7.14568e-05
9.1	6.08658e-05
9.2	5.13516e-05
9.3	4.28118e-05
9.4	3.5149e-05
9.5	2.82245e-05
9.6	2.19117e-05
9.7	1.60584e-05
9.8	1.05358e-05
9.9	5.21838e-06
